simulation,match_id,round,home_team,away_team,home_goals,away_goals,winner,loser,penalties
88,90,Round of 16,Sweden,France,3,2,Sweden,France,False
88,91,Round of 16,Netherlands,Uruguay,0,1,Uruguay,Netherlands,False
88,92,Round of 16,Ecuador,Croatia,0,0,Croatia,Ecuador,True
88,93,Round of 16,Colombia,Argentina,1,1,Argentina,Colombia,True
88,94,Round of 16,Belgium,Algeria,1,2,Algeria,Belgium,False
88,95,Round of 16,Paraguay,England,2,3,England,Paraguay,False
88,96,Round of 16,Egypt,Saudi Arabia,0,5,Saudi Arabia,Egypt,False
88,97,Quarter-final,South Korea,Sweden,1,0,South Korea,Sweden,False
88,98,Quarter-final,Argentina,Algeria,2,1,Argentina,Algeria,False
88,99,Quarter-final,Uruguay,Croatia,1,1,Croatia,Uruguay,True
88,100,Quarter-final,England,Saudi Arabia,2,2,England,Saudi Arabia,True
88,101,Semi-final,South Korea,Argentina,2,3,Argentina,South Korea,False
88,102,Semi-final,Croatia,England,1,4,England,Croatia,False
88,103,Third-place playoff,South Korea,Croatia,1,1,Croatia,South Korea,True
88,104,Final,Argentina,England,3,2,Argentina,England,False
89,73,Round of 32,South Korea,Switzerland,3,1,South Korea,Switzerland,False
89,74,Round of 32,Brazil,Sweden,1,2,Sweden,Brazil,False
89,75,Round of 32,Germany,Turkey,4,0,Germany,Turkey,False
89,76,Round of 32,Netherlands,Scotland,1,1,Scotland,Netherlands,True
89,77,Round of 32,Ivory Coast,Iraq,2,0,Ivory Coast,Iraq,False
89,78,Round of 32,France,Japan,1,0,France,Japan,False
89,79,Round of 32,Mexico,Morocco,1,1,Mexico,Morocco,True
89,80,Round of 32,England,Norway,1,2,Norway,England,False
89,81,Round of 32,Belgium,Cape Verde,1,3,Cape Verde,Belgium,False
89,82,Round of 32,United States,Qatar,2,2,United States,Qatar,True
89,83,Round of 32,Uzbekistan,Croatia,0,2,Croatia,Uzbekistan,False
89,84,Round of 32,Spain,Austria,1,0,Spain,Austria,False
89,85,Round of 32,Canada,Egypt,1,1,Egypt,Canada,True
89,86,Round of 32,Australia,Iran,1,0,Australia,Iran,False
89,87,Round of 32,Argentina,Uruguay,1,1,Argentina,Uruguay,True
89,88,Round of 32,Colombia,Ghana,2,0,Colombia,Ghana,False
89,89,Round of 16,South Korea,Germany,1,1,Germany,South Korea,True
89,90,Round of 16,Sweden,Ivory Coast,4,1,Sweden,Ivory Coast,False
89,91,Round of 16,Scotland,France,1,6,France,Scotland,False
89,92,Round of 16,Mexico,Norway,1,1,Norway,Mexico,True
89,93,Round of 16,Croatia,Spain,1,3,Spain,Croatia,False
89,94,Round of 16,Cape Verde,United States,1,2,United States,Cape Verde,False
89,95,Round of 16,Australia,Colombia,0,0,Colombia,Australia,True
89,96,Round of 16,Egypt,Argentina,0,5,Argentina,Egypt,False
89,97,Quarter-final,Germany,Sweden,2,0,Germany,Sweden,False
89,98,Quarter-final,Spain,United States,2,1,Spain,United States,False
89,99,Quarter-final,France,Norway,2,1,France,Norway,False
89,100,Quarter-final,Colombia,Argentina,2,2,Colombia,Argentina,True
89,101,Semi-final,Germany,Spain,1,1,Spain,Germany,True
89,102,Semi-final,France,Colombia,1,1,Colombia,France,True
89,103,Third-place playoff,Germany,France,0,4,France,Germany,False
89,104,Final,Spain,Colombia,1,2,Colombia,Spain,False
90,73,Round of 32,South Korea,Switzerland,1,3,Switzerland,South Korea,False
90,74,Round of 32,Morocco,Sweden,1,0,Morocco,Sweden,False
90,75,Round of 32,Germany,Turkey,0,1,Turkey,Germany,False
90,76,Round of 32,Netherlands,Haiti,4,0,Netherlands,Haiti,False
90,77,Round of 32,Curaçao,Norway,0,1,Norway,Curaçao,False
90,78,Round of 32,France,Japan,2,2,France,Japan,True
90,79,Round of 32,Mexico,Brazil,0,1,Brazil,Mexico,False
90,80,Round of 32,England,Iraq,1,1,England,Iraq,True
90,81,Round of 32,Iran,Saudi Arabia,3,1,Iran,Saudi Arabia,False
90,82,Round of 32,Paraguay,Qatar,1,0,Paraguay,Qatar,False
90,83,Round of 32,Uzbekistan,Croatia,1,1,Croatia,Uzbekistan,True
90,84,Round of 32,Uruguay,Algeria,1,0,Uruguay,Algeria,False
90,85,Round of 32,Canada,Belgium,2,0,Canada,Belgium,False
90,86,Round of 32,United States,Egypt,3,1,United States,Egypt,False
90,87,Round of 32,Argentina,Spain,0,3,Spain,Argentina,False
90,88,Round of 32,Portugal,Ivory Coast,0,1,Ivory Coast,Portugal,False
90,89,Round of 16,Switzerland,Turkey,1,1,Turkey,Switzerland,True
90,90,Round of 16,Morocco,Norway,3,1,Morocco,Norway,False
90,91,Round of 16,Netherlands,France,1,4,France,Netherlands,False
90,92,Round of 16,Brazil,England,1,2,England,Brazil,False
90,93,Round of 16,Croatia,Uruguay,0,3,Uruguay,Croatia,False
90,94,Round of 16,Iran,Paraguay,2,1,Iran,Paraguay,False
90,95,Round of 16,United States,Ivory Coast,1,1,United States,Ivory Coast,True
90,96,Round of 16,Canada,Spain,0,2,Spain,Canada,False
90,97,Quarter-final,Turkey,Morocco,1,3,Morocco,Turkey,False
90,98,Quarter-final,Uruguay,Iran,2,0,Uruguay,Iran,False
90,99,Quarter-final,France,England,1,1,England,France,True
90,100,Quarter-final,United States,Spain,0,2,Spain,United States,False
90,101,Semi-final,Morocco,Uruguay,1,2,Uruguay,Morocco,False
90,102,Semi-final,England,Spain,1,0,England,Spain,False
90,103,Third-place playoff,Morocco,Spain,2,3,Spain,Morocco,False
90,104,Final,Uruguay,England,0,1,England,Uruguay,False
91,73,Round of 32,South Africa,Canada,0,1,Canada,South Africa,False
91,74,Round of 32,Brazil,Netherlands,2,0,Brazil,Netherlands,False
91,75,Round of 32,Germany,Scotland,5,1,Germany,Scotland,False
91,76,Round of 32,Japan,Morocco,3,1,Japan,Morocco,False
91,77,Round of 32,Ecuador,Norway,3,0,Ecuador,Norway,False
91,78,Round of 32,France,Sweden,1,1,France,Sweden,True
91,79,Round of 32,Mexico,Ivory Coast,4,1,Mexico,Ivory Coast,False
91,80,Round of 32,England,DR Congo,4,0,England,DR Congo,False
91,81,Round of 32,Iran,Czech Republic,2,1,Iran,Czech Republic,False
91,82,Round of 32,Turkey,Bosnia and Herzegovina,3,0,Turkey,Bosnia and Herzegovina,False
91,83,Round of 32,Uzbekistan,Panama,1,0,Uzbekistan,Panama,False
91,84,Round of 32,Spain,Austria,1,2,Austria,Spain,False
91,85,Round of 32,Switzerland,New Zealand,2,0,Switzerland,New Zealand,False
91,86,Round of 32,United States,Belgium,1,0,United States,Belgium,False
91,87,Round of 32,Argentina,Uruguay,1,1,Argentina,Uruguay,True
91,88,Round of 32,Colombia,Algeria,2,0,Colombia,Algeria,False
91,89,Round of 16,Canada,Germany,0,2,Germany,Canada,False
91,90,Round of 16,Brazil,Ecuador,0,2,Ecuador,Brazil,False
91,91,Round of 16,Japan,France,0,1,France,Japan,False
91,92,Round of 16,Mexico,England,0,2,England,Mexico,False
91,93,Round of 16,Uzbekistan,Austria,1,1,Uzbekistan,Austria,True
91,94,Round of 16,Iran,Turkey,1,1,Turkey,Iran,True
91,95,Round of 16,United States,Colombia,0,1,Colombia,United States,False
91,96,Round of 16,Switzerland,Argentina,0,4,Argentina,Switzerland,False
91,97,Quarter-final,Germany,Ecuador,1,2,Ecuador,Germany,False
91,98,Quarter-final,Uzbekistan,Turkey,2,2,Uzbekistan,Turkey,True
91,99,Quarter-final,France,England,0,0,England,France,True
91,100,Quarter-final,Colombia,Argentina,0,1,Argentina,Colombia,False
91,101,Semi-final,Ecuador,Uzbekistan,1,1,Uzbekistan,Ecuador,True
91,102,Semi-final,England,Argentina,1,0,England,Argentina,False
91,103,Third-place playoff,Ecuador,Argentina,0,1,Argentina,Ecuador,False
91,104,Final,Uzbekistan,England,1,5,England,Uzbekistan,False
92,73,Round of 32,Czech Republic,Switzerland,1,4,Switzerland,Czech Republic,False
92,74,Round of 32,Brazil,Japan,3,0,Brazil,Japan,False
92,75,Round of 32,Ivory Coast,Morocco,1,2,Morocco,Ivory Coast,False
92,76,Round of 32,Netherlands,Haiti,1,0,Netherlands,Haiti,False
92,77,Round of 32,Germany,Norway,0,0,Norway,Germany,True
92,78,Round of 32,France,Paraguay,5,0,France,Paraguay,False
92,79,Round of 32,Mexico,Saudi Arabia,4,1,Mexico,Saudi Arabia,False
92,80,Round of 32,England,Curaçao,4,0,England,Curaçao,False
92,81,Round of 32,Belgium,South Korea,2,1,Belgium,South Korea,False
92,82,Round of 32,Australia,Algeria,0,0,Algeria,Australia,True
92,83,Round of 32,Colombia,Panama,3,0,Colombia,Panama,False
92,84,Round of 32,Spain,Austria,2,2,Austria,Spain,True
92,85,Round of 32,Canada,New Zealand,3,2,Canada,New Zealand,False
92,86,Round of 32,Turkey,Iran,2,2,Iran,Turkey,True
92,87,Round of 32,Argentina,Uruguay,1,1,Uruguay,Argentina,True
92,88,Round of 32,Portugal,Croatia,2,0,Portugal,Croatia,False
92,89,Round of 16,Switzerland,Morocco,0,0,Morocco,Switzerland,True
92,90,Round of 16,Brazil,Norway,1,4,Norway,Brazil,False
92,91,Round of 16,Netherlands,France,2,1,Netherlands,France,False
92,92,Round of 16,Mexico,England,0,2,England,Mexico,False
92,93,Round of 16,Colombia,Austria,4,1,Colombia,Austria,False
92,94,Round of 16,Belgium,Algeria,2,0,Belgium,Algeria,False
92,95,Round of 16,Iran,Portugal,0,2,Portugal,Iran,False
92,96,Round of 16,Canada,Uruguay,0,1,Uruguay,Canada,False
92,97,Quarter-final,Morocco,Norway,1,1,Morocco,Norway,True
92,98,Quarter-final,Colombia,Belgium,1,1,Belgium,Colombia,True
92,99,Quarter-final,Netherlands,England,0,2,England,Netherlands,False
92,100,Quarter-final,Portugal,Uruguay,0,0,Uruguay,Portugal,True
92,101,Semi-final,Morocco,Belgium,1,0,Morocco,Belgium,False
92,102,Semi-final,England,Uruguay,0,2,Uruguay,England,False
92,103,Third-place playoff,Belgium,England,0,5,England,Belgium,False
92,104,Final,Morocco,Uruguay,0,1,Uruguay,Morocco,False
93,73,Round of 32,Czech Republic,Switzerland,1,1,Switzerland,Czech Republic,True
93,74,Round of 32,Morocco,Netherlands,0,2,Netherlands,Morocco,False
93,75,Round of 32,Ecuador,Brazil,2,0,Ecuador,Brazil,False
93,76,Round of 32,Japan,Scotland,2,0,Japan,Scotland,False
93,77,Round of 32,Germany,Senegal,0,2,Senegal,Germany,False
93,78,Round of 32,France,Paraguay,2,0,France,Paraguay,False
93,79,Round of 32,South Korea,Saudi Arabia,3,0,South Korea,Saudi Arabia,False
93,80,Round of 32,Panama,Norway,2,1,Panama,Norway,False
93,81,Round of 32,Iran,South Africa,3,0,Iran,South Africa,False
93,82,Round of 32,Australia,Jordan,1,1,Jordan,Australia,True
93,83,Round of 32,DR Congo,Croatia,0,3,Croatia,DR Congo,False
93,84,Round of 32,Uruguay,Austria,0,0,Uruguay,Austria,True
93,85,Round of 32,Canada,Belgium,1,1,Canada,Belgium,True
93,86,Round of 32,Turkey,Egypt,2,0,Turkey,Egypt,False
93,87,Round of 32,Algeria,Spain,0,2,Spain,Algeria,False
93,88,Round of 32,Portugal,Ghana,0,1,Ghana,Portugal,False
93,89,Round of 16,Switzerland,Ecuador,1,2,Ecuador,Switzerland,False
93,90,Round of 16,Netherlands,Senegal,0,0,Senegal,Netherlands,True
93,91,Round of 16,Japan,France,0,2,France,Japan,False
93,92,Round of 16,South Korea,Panama,1,1,South Korea,Panama,True
93,93,Round of 16,Croatia,Uruguay,3,0,Croatia,Uruguay,False
93,94,Round of 16,Iran,Jordan,1,4,Jordan,Iran,False
93,95,Round of 16,Turkey,Ghana,2,1,Turkey,Ghana,False
93,96,Round of 16,Canada,Spain,1,1,Canada,Spain,True
93,97,Quarter-final,Ecuador,Senegal,1,0,Ecuador,Senegal,False
93,98,Quarter-final,Croatia,Jordan,1,1,Jordan,Croatia,True
93,99,Quarter-final,France,South Korea,3,1,France,South Korea,False
93,100,Quarter-final,Turkey,Canada,1,3,Canada,Turkey,False
93,101,Semi-final,Ecuador,Jordan,1,1,Ecuador,Jordan,True
93,102,Semi-final,France,Canada,2,0,France,Canada,False
93,103,Third-place playoff,Jordan,Canada,0,1,Canada,Jordan,False
93,104,Final,Ecuador,France,1,1,France,Ecuador,True
94,73,Round of 32,Mexico,Canada,1,0,Mexico,Canada,False
94,74,Round of 32,Morocco,Japan,0,2,Japan,Morocco,False
94,75,Round of 32,Ivory Coast,Netherlands,2,0,Ivory Coast,Netherlands,False
94,76,Round of 32,Sweden,Brazil,0,1,Brazil,Sweden,False
94,77,Round of 32,Germany,Norway,4,5,Norway,Germany,False
94,78,Round of 32,Senegal,Saudi Arabia,2,0,Senegal,Saudi Arabia,False
94,79,Round of 32,South Africa,Ecuador,0,0,South Africa,Ecuador,True
94,80,Round of 32,England,DR Congo,1,0,England,DR Congo,False
94,81,Round of 32,Iran,South Korea,3,1,Iran,South Korea,False
94,82,Round of 32,Australia,Bosnia and Herzegovina,3,0,Australia,Bosnia and Herzegovina,False
94,83,Round of 32,Portugal,Croatia,2,0,Portugal,Croatia,False
94,84,Round of 32,Spain,Algeria,2,0,Spain,Algeria,False
94,85,Round of 32,Switzerland,Egypt,1,0,Switzerland,Egypt,False
94,86,Round of 32,Turkey,New Zealand,1,1,Turkey,New Zealand,True
94,87,Round of 32,Argentina,Uruguay,2,0,Argentina,Uruguay,False
94,88,Round of 32,Colombia,France,1,2,France,Colombia,False
94,89,Round of 16,Mexico,Ivory Coast,0,0,Mexico,Ivory Coast,True
94,90,Round of 16,Japan,Norway,1,1,Norway,Japan,True
94,91,Round of 16,Brazil,Senegal,2,0,Brazil,Senegal,False
94,92,Round of 16,South Africa,England,0,3,England,South Africa,False
94,93,Round of 16,Portugal,Spain,0,1,Spain,Portugal,False
94,94,Round of 16,Iran,Australia,3,0,Iran,Australia,False
94,95,Round of 16,Turkey,France,1,3,France,Turkey,False
94,96,Round of 16,Switzerland,Argentina,1,1,Argentina,Switzerland,True
94,97,Quarter-final,Mexico,Norway,1,0,Mexico,Norway,False
94,98,Quarter-final,Spain,Iran,2,0,Spain,Iran,False
94,99,Quarter-final,Brazil,England,2,0,Brazil,England,False
94,100,Quarter-final,France,Argentina,1,3,Argentina,France,False
94,101,Semi-final,Mexico,Spain,0,6,Spain,Mexico,False
94,102,Semi-final,Brazil,Argentina,2,0,Brazil,Argentina,False
94,103,Third-place playoff,Mexico,Argentina,1,3,Argentina,Mexico,False
94,104,Final,Spain,Brazil,2,2,Brazil,Spain,True
95,73,Round of 32,Czech Republic,Switzerland,1,2,Switzerland,Czech Republic,False
95,74,Round of 32,Scotland,Sweden,1,2,Sweden,Scotland,False
95,75,Round of 32,Germany,Morocco,0,1,Morocco,Germany,False
95,76,Round of 32,Japan,Brazil,1,1,Brazil,Japan,True
95,77,Round of 32,Ivory Coast,Norway,1,1,Norway,Ivory Coast,True
95,78,Round of 32,France,Netherlands,3,3,Netherlands,France,True
95,79,Round of 32,Mexico,Uruguay,0,1,Uruguay,Mexico,False
95,80,Round of 32,Panama,Uzbekistan,5,1,Panama,Uzbekistan,False
95,81,Round of 32,Belgium,South Korea,3,1,Belgium,South Korea,False
95,82,Round of 32,Australia,Ecuador,1,1,Ecuador,Australia,True
95,83,Round of 32,Portugal,Croatia,1,4,Croatia,Portugal,False
95,84,Round of 32,Spain,Austria,6,1,Spain,Austria,False
95,85,Round of 32,Canada,New Zealand,3,0,Canada,New Zealand,False
95,86,Round of 32,Paraguay,Iran,1,1,Paraguay,Iran,True
95,87,Round of 32,Argentina,Cape Verde,2,1,Argentina,Cape Verde,False
95,88,Round of 32,Colombia,Turkey,3,0,Colombia,Turkey,False
95,89,Round of 16,Switzerland,Morocco,0,0,Morocco,Switzerland,True
95,90,Round of 16,Sweden,Norway,2,2,Sweden,Norway,True
95,91,Round of 16,Brazil,Netherlands,1,2,Netherlands,Brazil,False
95,92,Round of 16,Uruguay,Panama,1,0,Uruguay,Panama,False
95,93,Round of 16,Croatia,Spain,2,2,Spain,Croatia,True
95,94,Round of 16,Belgium,Ecuador,1,0,Belgium,Ecuador,False
95,95,Round of 16,Paraguay,Colombia,2,0,Paraguay,Colombia,False
95,96,Round of 16,Canada,Argentina,1,1,Canada,Argentina,True
95,97,Quarter-final,Morocco,Sweden,0,2,Sweden,Morocco,False
95,98,Quarter-final,Spain,Belgium,4,1,Spain,Belgium,False
95,99,Quarter-final,Netherlands,Uruguay,4,3,Netherlands,Uruguay,False
95,100,Quarter-final,Paraguay,Canada,0,0,Paraguay,Canada,True
95,101,Semi-final,Sweden,Spain,1,3,Spain,Sweden,False
95,102,Semi-final,Netherlands,Paraguay,1,2,Paraguay,Netherlands,False
95,103,Third-place playoff,Sweden,Netherlands,1,1,Sweden,Netherlands,True
95,104,Final,Spain,Paraguay,2,1,Spain,Paraguay,False
96,73,Round of 32,South Korea,Canada,0,1,Canada,South Korea,False
96,74,Round of 32,Brazil,Sweden,0,1,Sweden,Brazil,False
96,75,Round of 32,Ivory Coast,Turkey,3,1,Ivory Coast,Turkey,False
96,76,Round of 32,Netherlands,Scotland,5,0,Netherlands,Scotland,False
96,77,Round of 32,Ecuador,Senegal,3,2,Ecuador,Senegal,False
96,78,Round of 32,Norway,Belgium,1,1,Norway,Belgium,True
96,79,Round of 32,Mexico,Japan,2,1,Mexico,Japan,False
96,80,Round of 32,England,France,1,1,England,France,True
96,81,Round of 32,Egypt,Czech Republic,2,2,Czech Republic,Egypt,True
96,82,Round of 32,Australia,Bosnia and Herzegovina,2,3,Bosnia and Herzegovina,Australia,False
96,83,Round of 32,Colombia,Croatia,1,1,Croatia,Colombia,True
96,84,Round of 32,Uruguay,Argentina,0,1,Argentina,Uruguay,False
96,85,Round of 32,Switzerland,Algeria,1,2,Algeria,Switzerland,False
96,86,Round of 32,United States,Iran,0,1,Iran,United States,False
96,87,Round of 32,Jordan,Spain,2,1,Jordan,Spain,False
96,88,Round of 32,Portugal,Panama,3,1,Portugal,Panama,False
96,89,Round of 16,Canada,Ivory Coast,2,0,Canada,Ivory Coast,False
96,90,Round of 16,Sweden,Ecuador,0,3,Ecuador,Sweden,False
96,91,Round of 16,Netherlands,Norway,1,0,Netherlands,Norway,False
96,92,Round of 16,Mexico,England,0,2,England,Mexico,False
96,93,Round of 16,Croatia,Argentina,0,1,Argentina,Croatia,False
96,94,Round of 16,Czech Republic,Bosnia and Herzegovina,1,1,Bosnia and Herzegovina,Czech Republic,True
96,95,Round of 16,Iran,Portugal,2,4,Portugal,Iran,False
96,96,Round of 16,Algeria,Jordan,3,2,Algeria,Jordan,False
96,97,Quarter-final,Canada,Ecuador,2,0,Canada,Ecuador,False
96,98,Quarter-final,Argentina,Bosnia and Herzegovina,0,0,Argentina,Bosnia and Herzegovina,True
96,99,Quarter-final,Netherlands,England,2,1,Netherlands,England,False
96,100,Quarter-final,Portugal,Algeria,0,1,Algeria,Portugal,False
96,101,Semi-final,Canada,Argentina,0,3,Argentina,Canada,False
96,102,Semi-final,Netherlands,Algeria,1,0,Netherlands,Algeria,False
96,103,Third-place playoff,Canada,Algeria,0,0,Canada,Algeria,True
96,104,Final,Argentina,Netherlands,1,0,Argentina,Netherlands,False
97,73,Round of 32,Czech Republic,Switzerland,0,3,Switzerland,Czech Republic,False
97,74,Round of 32,Morocco,Japan,0,0,Morocco,Japan,True
97,75,Round of 32,Ivory Coast,Paraguay,0,2,Paraguay,Ivory Coast,False
97,76,Round of 32,Netherlands,Brazil,1,1,Brazil,Netherlands,True
97,77,Round of 32,Ecuador,France,0,0,France,Ecuador,True
97,78,Round of 32,Norway,Tunisia,3,0,Norway,Tunisia,False
97,79,Round of 32,South Africa,Saudi Arabia,0,0,South Africa,Saudi Arabia,True
97,80,Round of 32,Panama,Senegal,3,2,Panama,Senegal,False
97,81,Round of 32,New Zealand,South Korea,2,4,South Korea,New Zealand,False
97,82,Round of 32,Turkey,Jordan,0,1,Jordan,Turkey,False
97,83,Round of 32,Portugal,Croatia,0,1,Croatia,Portugal,False
97,84,Round of 32,Spain,Austria,1,0,Spain,Austria,False
97,85,Round of 32,Canada,Belgium,2,0,Canada,Belgium,False
97,86,Round of 32,United States,Iran,0,1,Iran,United States,False
97,87,Round of 32,Argentina,Uruguay,2,2,Uruguay,Argentina,True
97,88,Round of 32,Colombia,Germany,0,1,Germany,Colombia,False
97,89,Round of 16,Switzerland,Paraguay,1,1,Switzerland,Paraguay,True
97,90,Round of 16,Morocco,France,0,1,France,Morocco,False
97,91,Round of 16,Brazil,Norway,3,0,Brazil,Norway,False
97,92,Round of 16,South Africa,Panama,0,2,Panama,South Africa,False
97,93,Round of 16,Croatia,Spain,0,1,Spain,Croatia,False
97,94,Round of 16,South Korea,Jordan,4,2,South Korea,Jordan,False
97,95,Round of 16,Iran,Germany,0,3,Germany,Iran,False
97,96,Round of 16,Canada,Uruguay,0,3,Uruguay,Canada,False
97,97,Quarter-final,Switzerland,France,0,3,France,Switzerland,False
97,98,Quarter-final,Spain,South Korea,5,5,South Korea,Spain,True
97,99,Quarter-final,Brazil,Panama,2,1,Brazil,Panama,False
97,100,Quarter-final,Germany,Uruguay,0,2,Uruguay,Germany,False
97,101,Semi-final,France,South Korea,2,1,France,South Korea,False
97,102,Semi-final,Brazil,Uruguay,1,1,Brazil,Uruguay,True
97,103,Third-place playoff,South Korea,Uruguay,2,1,South Korea,Uruguay,False
97,104,Final,France,Brazil,0,0,France,Brazil,True
98,73,Round of 32,South Africa,Canada,1,0,South Africa,Canada,False
98,74,Round of 32,Brazil,Netherlands,1,0,Brazil,Netherlands,False
98,75,Round of 32,Ecuador,United States,2,1,Ecuador,United States,False
98,76,Round of 32,Tunisia,Morocco,1,1,Tunisia,Morocco,True
98,77,Round of 32,Curaçao,Norway,1,0,Curaçao,Norway,False
98,78,Round of 32,France,Japan,1,0,France,Japan,False
98,79,Round of 32,Mexico,Scotland,0,1,Scotland,Mexico,False
98,80,Round of 32,England,Senegal,2,1,England,Senegal,False
98,81,Round of 32,Belgium,Algeria,3,1,Belgium,Algeria,False
98,82,Round of 32,Australia,Germany,0,2,Germany,Australia,False
98,83,Round of 32,Uzbekistan,Croatia,0,3,Croatia,Uzbekistan,False
98,84,Round of 32,Spain,Austria,1,0,Spain,Austria,False
98,85,Round of 32,Switzerland,New Zealand,4,2,Switzerland,New Zealand,False
98,86,Round of 32,Paraguay,Egypt,0,1,Egypt,Paraguay,False
98,87,Round of 32,Argentina,Uruguay,2,0,Argentina,Uruguay,False
98,88,Round of 32,Portugal,Panama,0,1,Panama,Portugal,False
98,89,Round of 16,South Africa,Ecuador,1,2,Ecuador,South Africa,False
98,90,Round of 16,Brazil,Curaçao,1,1,Brazil,Curaçao,True
98,91,Round of 16,Tunisia,France,1,4,France,Tunisia,False
98,92,Round of 16,Scotland,England,0,1,England,Scotland,False
98,93,Round of 16,Croatia,Spain,2,6,Spain,Croatia,False
98,94,Round of 16,Belgium,Germany,1,2,Germany,Belgium,False
98,95,Round of 16,Egypt,Panama,1,1,Panama,Egypt,True
98,96,Round of 16,Switzerland,Argentina,1,1,Switzerland,Argentina,True
98,97,Quarter-final,Ecuador,Brazil,1,1,Ecuador,Brazil,True
